species_superorder,isGaleomorphi,species_name,marine_province,lat,long,date,year
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna mokarran,Sunda-Arafura shelves,,,,
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Eusphyra blochii,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,1980 - 1986,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemigaleus australiensis,Sunda-Arafura shelves,,,1980-1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemipristis elongata,Sunda-Arafura shelves,,,1980 - 1987,1980
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2004 - 2007,2004
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1994-1996,1994
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1994-1996,1994
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1994-1996,1994
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1994-1996,1994
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1994-1996,1994
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1994-1996,1994
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1994-1996,1994
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1994-1996,1994
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1994-1996,1994
Galeomorphii,1,Sphyrna lewini,Central American coast,,,1994-1996,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1993-1994,1993
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1993-1994,1993
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1993-1994,1993
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1993-1994,1993
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1993-1994,1993
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998,1994
Galeomorphii,1,Sphyrna mokarran,Central American coast,,,2010,2010
Galeomorphii,1,Sphyrna mokarran,Central American coast,,,2010,2010
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998/2011-2012,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998/2011-2012,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998/2011-2012,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998/2011-2012,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998/2011-2012,1994
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1994-1998/2011-2012,1994
Galeomorphii,1,Carcharhinus acronotus,Caribbean,,,1993-1994,1993
Galeomorphii,1,Carcharhinus acronotus,Caribbean,,,1993-1994,1993
Galeomorphii,1,Carcharhinus acronotus,Caribbean,,,1993-1994,1993
Galeomorphii,1,Carcharhinus acronotus,Caribbean,,,1993-1994,1993
Galeomorphii,1,Carcharhinus acronotus,Caribbean,,,1993-1994,1993
Galeomorphii,1,Carcharhinus acronotus,Caribbean,,,1993-1994,1993
Galeomorphii,1,Carcharhinus acronotus,Caribbean,,,1993-1994,1993
Galeomorphii,1,Ginglymostoma cirratum,Caribbean,,,1981-1986,1981
Galeomorphii,1,Ginglymostoma cirratum,Caribbean,,,1981-1986,1981
Galeomorphii,1,Ginglymostoma cirratum,Caribbean,,,1981-1986,1981
Galeomorphii,1,Ginglymostoma cirratum,Caribbean,,,1981-1986,1981
Galeomorphii,1,Ginglymostoma cirratum,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus acronotus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus acronotus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus acronotus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus acronotus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus acronotus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus brevipinna,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus leucas,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus leucas,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus leucas,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus leucas,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus leucas,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus obscurus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus porosus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus porosus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Negaprion brevirostris,Caribbean,,,1981-1986,1981
Galeomorphii,1,Negaprion brevirostris,Caribbean,,,1981-1986,1981
Galeomorphii,1,Negaprion brevirostris,Caribbean,,,1981-1986,1981
Galeomorphii,1,Negaprion brevirostris,Caribbean,,,1981-1986,1981
Galeomorphii,1,Negaprion brevirostris,Caribbean,,,1981-1986,1981
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,1981-1986,1981
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,1981-1986,1981
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,1981-1986,1981
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,1981-1986,1981
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna lewini,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna lewini,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna lewini,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna tiburo,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna tiburo,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna tiburo,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna tiburo,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna tiburo,Caribbean,,,1981-1986,1981
Galeomorphii,1,Ginglymostoma cirratum,Caribbean,,,1981-1986,1981
Galeomorphii,1,Ginglymostoma cirratum,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus acronotus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus acronotus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus leucas,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus leucas,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus limbatus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus porosus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Carcharhinus porosus,Caribbean,,,1981-1986,1981
Galeomorphii,1,Negaprion brevirostris,Caribbean,,,1981-1986,1981
Galeomorphii,1,Negaprion brevirostris,Caribbean,,,1981-1986,1981
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,1981-1986,1981
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna lewini,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna lewini,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna mokarran,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna tiburo,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna tiburo,Caribbean,,,1981-1986,1981
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,2001-2006,2001
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,2001-2006,2001
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,2001-2006,2001
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,2001-2006,2001
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,2001-2006,2001
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,2001-2006,2001
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,2001-2006,2001
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,2001-2006,2001
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,2001-2006,2001
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,2001-2006,2001
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,2001-2006,2001
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,2001-2006,2001
Galeomorphii,1,Sphyrna lewini,Sunda-Arafura shelves,,,2001-2006,2001
Galeomorphii,1,Sphyrna lewini,Caribbean,,,1993-1994,1993
Galeomorphii,1,Sphyrna lewini,Caribbean,,,1993-1994,1993
Galeomorphii,1,Sphyrna lewini,Central American coast,,,2004-2006,2004
Galeomorphii,1,Sphyrna lewini,Central American coast,,,2004-2006,2004
Galeomorphii,1,Sphyrna lewini,Central American coast,,,2004-2006,2004
Galeomorphii,1,Sphyrna lewini,Central American coast,,,2004-2006,2004
Galeomorphii,1,Sphyrna lewini,Central American coast,,,2004-2006,2004
Galeomorphii,1,Sphyrna lewini,Central American coast,,,2004-2006,2004
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2005,2005
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2005,2005
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2005,2005
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2005,2005
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2005,2005
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2005,2005
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2005,2005
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2005,2005
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2005,2005
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2005,2005
Galeomorphii,1,Carcharhinus falciformis,Central American coast,,,2005,2005
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Rhizoprionodon terraenovae,Caribbean,,,2001-2010,2001
Galeomorphii,1,Chiloscyllium punctatum,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Stegostoma fasciatum,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Carcharhinus amblyrhynchoides,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Carcharhinus amboinensis,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Carcharhinus brevipinna,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Carcharhinus coatesi,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Carcharhinus fitzroyensis,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Carcharhinus leucas,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Carcharhinus limbatus,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Carcharhinus macloti,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Carcharhinus sorrah,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Carcharhinus tilstoni,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Rhizoprionodon acutus,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Rhizoprionodon taylori,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Chiloscyllium punctatum,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Chiloscyllium punctatum,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Stegostoma fasciatum,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Stegostoma fasciatum,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Carcharhinus coatesi,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Carcharhinus coatesi,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Rhizoprionodon acutus,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Rhizoprionodon acutus,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Rhizoprionodon taylori,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Rhizoprionodon taylori,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Sphyrna lewini,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Sphyrna mokarran,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Eusphyra blochii,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Hemigaleus australiensis,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Rhizoprionodon acutus,East Australian coast,,,2014-2015,2014
Galeomorphii,1,Carcharhinus brachyurus,Southwest Atlantic shelves,-40.5,-62,1998-2001,1998
Galeomorphii,1,Carcharhinus brachyurus,Southwest Atlantic shelves,-40.5,-62,1998-2001,1998
Galeomorphii,1,Carcharhinus brachyurus,Southwest Atlantic shelves,-40.5,-62,1998-2001,1998
Galeomorphii,1,Carcharhinus brachyurus,Southwest Atlantic shelves,-40.5,-62,1998-2001,1998
Galeomorphii,1,Carcharhinus brachyurus,Southwest Atlantic shelves,-40.5,-62,1998-2001,1998
Galeomorphii,1,Carcharhinus brachyurus,Southwest Atlantic shelves,-40.5,-62,1998-2001,1998
Galeomorphii,1,Carcharhinus brachyurus,Southwest Atlantic shelves,-40.5,-62,1998-2001,1998
Galeomorphii,1,Carcharhinus brachyurus,Southwest Atlantic shelves,-40.5,-62,1998-2001,1998
Galeomorphii,1,Carcharhinus brachyurus,Southwest Atlantic shelves,-40.5,-62,1998-2001,1998
Galeomorphii,1,Carcharhinus brachyurus,Southwest Atlantic shelves,-40.5,-62,1998-2001,1998
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,North Pacific Tropical gyre,,,1967-1969,1967
Galeomorphii,1,Galeocerdo cuvier,Kuroshio current,,,2008-2009,2008
Galeomorphii,1,Galeocerdo cuvier,Kuroshio current,,,2008-2009,2008
Galeomorphii,1,Galeocerdo cuvier,Kuroshio current,,,2008-2010,2008
Galeomorphii,1,Galeocerdo cuvier,Kuroshio current,,,2008-2011,2008
Galeomorphii,1,Galeocerdo cuvier,Kuroshio current,,,2008-2012,2008
Galeomorphii,1,Negaprion brevirostris,Caribbean,25.733333,-79.266667,1995-1999,1995
Galeomorphii,1,Carcharhinus perezii,Caribbean,16.733333,-87.8,2011-2013,2011
Galeomorphii,1,Carcharhinus perezii,Caribbean,16.733333,-87.8,2011-2013,2011
Galeomorphii,1,Carcharhinus perezii,Caribbean,16.733333,-87.8,2011-2013,2011
Galeomorphii,1,Carcharhinus perezii,Caribbean,16.733333,-87.8,2011-2013,2011
Galeomorphii,1,Carcharhinus perezii,Caribbean,16.733333,-87.8,2011-2013,2011
Galeomorphii,1,Carcharhinus perezii,Caribbean,16.733333,-87.8,2011-2013,2011
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus perezii,Caribbean,11.834167,-66.766667,2001-2002,2001
Galeomorphii,1,Carcharhinus albimarginatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus albimarginatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus albimarginatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus albimarginatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus albimarginatus,Western Australian and Indonesian coast,,,2001-2006,2001
Galeomorphii,1,Carcharhinus albimarginatus,Western Australian and Indonesian coast,,,2001-2006,2001
